Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample30	17.0419977763	14.7663284933	13.9162941231	80.0841002572	206.05191602	23.3404921466	42.175485649	-118.332081549	66.3658755128	25.9262291218
Sample31	14.7251481279	15.0878508351	14.4775245307	61.1280787515	-34.2035107897	1.86793785843	-12.9467096777	41.2397193823	-177.219716691	-26.9533621787
Sample32	15.8214513244	18.2497328418	15.8559880531	13.5473879714	189.142045565	40.9853785696	215.037802084	-100.390324512	62.7827990975	-71.4902264813
Sample33	16.4589226252	16.1361207296	15.5398224619	-32.8905784283	160.783372033	-149.357291702	0.0175392636914	-75.436758174	-51.66185176	33.4014579914
Sample34	18.7478641753	17.4455974214	16.9857472497	-170.476690539	-6.35002295216	-230.866699699	-149.08794819	-183.331615361	3.65321292965	-105.227338176
Sample35	18.1156146776	18.3293957589	18.1809091868	31.6151759759	-106.722524807	-123.695937102	289.461494746	-53.40119627	19.2200937299	15.5499759674
Sample36	16.9397254362	18.9115593079	16.0221766225	27.3968946755	83.4193570667	-47.8734564258	75.3095280661	-191.307990641	-60.8117883137	123.110409328
Sample37	17.3706908108	18.8436365289	16.7241971544	6.4853139035	159.051506802	-113.493970512	180.725735438	-162.805280814	169.367506903	-127.802938293
Sample38	18.3898246763	19.5083619938	17.4813784831	-140.562831785	-235.8346985	120.417392442	-65.9768941664	130.556103091	162.25586307	-103.843873672
Sample39	18.5906248272	20.729693824	18.1829660554	-108.5990632	41.1814054423	-21.2883580818	-330.719376109	253.316845377	-107.056162487	150.822713567
Sample40	20.1043564874	20.9489498101	18.8301284002	-4.93301047117	275.235637075	-82.1558880256	-249.259715801	-115.784006028	-114.564900655	29.3961498406
Sample41	20.9772116296	20.7599946085	18.2750877342	186.595053331	10.614465278	-48.6308898717	-27.7760851269	6.52223171932	54.6327304869	-7.52778446412
Sample42	20.4460165271	21.0681203958	18.6599564701	-14.5859802589	14.1470669238	16.5374305808	101.124183539	-107.249888156	-64.9396587221	29.4142108568
Sample43	21.3534149333	21.4157943477	18.4582168525	62.0986213535	-132.710366205	-53.9354126711	-105.641254926	-197.587901609	-135.31376974	-198.136170064
Sample44	20.6085577032	22.3982460092	20.9944689501	-127.323089828	240.194870956	182.359709576	-8.93107376328	44.1877295202	73.5602567981	81.41023547
Sample45	24.7042647899	22.0095377923	20.6021481367	-142.929587739	75.9323760338	109.615511801	7.98012979722	127.132596752	198.253682992	163.795853072
Sample46	23.5509564132	23.8318893303	22.446673106	-24.6971282912	44.77581307	30.4000306596	39.4253339538	33.1556023219	-105.081665702	15.0402621479
Sample47	24.7434240434	22.9040022393	25.217458236	-196.852392219	-106.688595608	228.304339818	166.183697253	-33.5618052549	-75.3413669639	317.979772102
Sample48	24.4964790384	25.2162799837	20.8417661738	108.429932483	52.5263695662	-5.93707779329	107.765951014	35.2193365427	-100.571281829	208.657910965
Sample49	27.331240257	25.4101621435	23.4480456761	-54.3250674292	128.995354914	-28.1530845783	-30.8861411053	-38.0332195622	-83.5290841189	186.835786871
Sample50	27.2869080798	25.6094778566	22.5857164546	45.3571973586	53.8427131334	96.3527767337	58.6796844486	-137.614712917	-233.734973707	-149.647850634
Sample51	27.4044333545	28.850873199	24.4279222349	256.314315038	-55.55048559	-27.3963467703	39.5788933038	234.469950145	183.406607361	245.211051904
Sample52	26.7739562733	24.6161963997	24.2241463799	35.6330314743	-12.5978706316	17.2075673019	-92.0877325185	-32.6531319384	-275.476183851	-195.73808408
Sample53	28.042024693	28.8780394495	25.7361705215	-57.9375691449	-86.8885425107	244.882340018	-74.3766698383	240.323884782	-177.085009522	247.553987241
Sample54	28.0180026469	27.8631222786	27.3923681603	144.373846512	-12.0940893475	-53.3804865811	73.8934062428	-213.793443212	246.756482186	118.523722572
Sample55	28.8035669042	27.8423426265	28.4877145917	105.489897184	80.3244947148	-53.9827775783	-10.0636898395	-81.5861513805	155.337725217	264.451707395
Sample56	30.7712806876	28.0165800128	26.936532962	-2.88728180995	-25.5303216439	85.8365248511	-79.3858080122	-50.7390606583	227.836045227	-54.0050010096
Sample57	31.3013702296	30.0980634803	27.4182505212	-24.6941506819	-86.9516167947	283.277027252	53.9668079632	0.247721115067	81.2144307517	83.1336592505
Sample58	28.7416112697	31.2097621183	28.8851954264	244.271253367	-252.059299807	167.230173155	87.2270761955	-18.2953415531	-98.2360959851	-49.7118122682
Sample59	29.6694117195	30.7275260629	29.8569167875	-13.4708674072	165.816748968	-20.3190995459	-30.7019201735	52.8410817875	-150.212872172	113.73260444
Sample60	30.7349703125	31.1872618786	30.3097127205	-74.4260979748	191.799410017	-47.0342704055	-79.7431177166	-124.509796007	97.7239022195	-60.7630859673
Sample61	30.4846137573	32.7033285288	29.0085414315	32.9649058023	82.9042900011	207.302950253	-173.567712305	113.285919377	-97.4849650599	-59.9706751842
Sample62	32.0108374727	31.933653229	29.2352333211	-26.195636719	-77.5773362701	-34.2813178409	42.5677830544	93.7319772683	-58.6444385808	137.042896197
Sample63	33.5020046344	33.8158296381	30.0822051908	41.5282273229	-18.8359216236	-182.557612209	144.720019749	58.6419447365	53.9446682004	79.6309342905
Sample64	32.7203544419	34.0297218869	31.187866916	70.7856062698	-118.285975618	-68.8237691651	-119.880474789	-197.879186029	24.7995449605	222.030247588
Sample65	33.4147866303	32.892283128	32.2526241023	-167.156702841	-10.0049180557	74.8206934014	21.2094939094	-117.718602759	-117.756371101	-84.5535147143
Sample66	32.4602307857	33.0217705442	31.89154968	169.685449788	105.241690944	-56.4544129682	-48.8727001768	125.593130289	382.839296656	-306.009791862
Sample67	33.9831278625	32.1921796821	33.1283879081	194.588593643	23.8913080095	159.756381688	142.905019876	-286.753087065	-171.116586478	-82.7367787351
Sample68	32.8644106666	35.4623589808	32.0066415782	33.4617419392	-386.168858232	-15.9594255476	107.317395185	148.482522543	117.622968192	5.13921996366
Sample69	32.1563773729	33.8730182993	33.1252630857	22.7118336046	-321.924086956	209.374485274	32.3298557898	-132.369920881	224.835782961	130.315479656
Sample70	33.8485002756	34.5333035452	32.9407187124	-73.1670541888	-247.210513625	199.090943624	109.873604611	-74.8611726528	-52.0666611634	99.4068479559
Sample71	34.8715192696	37.7037557897	35.3321026686	90.1053981823	110.274484935	-45.2744490869	87.1411048214	-221.181873858	-77.1787957122	56.0814972121
Sample72	34.0054414453	38.0377377205	34.6610531711	125.330515537	69.9474058633	-4.91016379708	-50.6095565629	139.052791906	42.6719905911	-167.539725661
Sample73	36.0693440872	35.9513359505	36.9689583825	8.2220621178	-34.2637675973	75.3276456472	272.098011572	284.84614654	11.0454672062	47.7309909059
Sample74	37.8845098042	37.9119995116	36.7759722222	158.172373198	-103.383960725	-109.551916019	178.751678138	-6.18346144226	12.5051862674	-4.19808285635
Sample75	36.9717643517	40.529394904	36.6108645111	-165.028684986	-28.5625235441	165.024824117	-88.3823697942	111.383373428	94.7832995209	-10.9434850379
Sample76	38.6886352389	38.5344232704	37.9018103741	3.45337824504	64.7408875307	48.7180171393	-114.173756968	-252.316449897	-16.8981080142	89.1095677545
Sample77	38.3459049886	38.9079697794	38.8640806957	-61.0137724458	33.6153800237	161.832337507	-39.9976946915	129.507063565	51.7714566993	-344.061420491
Sample78	38.0114280676	38.8957867041	37.9319699446	-14.8502302095	-17.3735432672	57.5831579881	121.095217417	-68.4342012828	112.766317612	95.3703422135
Sample79	39.412572116	40.8182425152	38.9482355978	69.5702715242	152.30449204	-216.917216849	161.913040448	225.261457027	-28.2005410952	-28.621126089
Sample80	41.6227023377	40.7588301589	39.8947515703	76.6396103521	71.4142077536	37.2946117462	-2.25932816836	-28.2899423306	107.529802344	143.472264364
Sample81	40.9606356614	41.604238021	42.3608287669	188.011716913	-51.6304142849	-24.8142565306	47.7763715833	113.057099374	70.4103922152	72.6459211635
Sample82	42.8234289109	40.0959769269	41.0525930848	15.5632551516	-46.047548607	64.6045803277	-10.2100205135	258.571765595	217.970957171	-92.6103646741
Sample83	42.5155867414	42.0520209504	42.6191198823	253.239133064	139.853295926	-73.100900683	26.0725234203	114.000744027	-64.8506000851	169.834258019
Sample84	43.2960601522	42.5909760704	45.2864556438	-129.072760744	-3.03940404349	63.7094371311	56.0118499731	82.2777908054	90.160333482	-59.822388977
Sample85	42.6319135888	43.175292088	40.9315699997	-78.8945053249	72.0123350627	-23.5140039019	-165.25656272	-144.305930956	-209.366580863	142.726377301
Sample86	44.2685996944	43.3400089419	41.8243531819	-119.380080144	155.80202088	-152.360135732	-143.378538137	12.5063702515	-121.706813065	-7.0303426329
Sample87	44.3158552062	42.2187382781	42.9098691652	193.763152322	109.160169293	-176.233023079	-78.3789692924	-386.509490857	-24.9917355428	-30.5404046996
Sample88	45.5171127336	44.3588881981	44.5106195136	42.912386973	-90.8361018104	213.668608698	64.1791414489	-46.1273312057	235.954101163	-50.9089020799
Sample89	47.1402849684	42.7337657153	45.7901092976	277.614274533	-103.21836468	-56.2990891111	144.263434213	-14.8635713244	-29.5061242518	8.8073985944
Sample90	45.2728390702	42.750994463	45.1012213895	37.7502999595	55.0160641808	59.7461224217	28.7822132692	-225.710052813	14.0107820961	-9.38680310945
Sample91	45.5681900988	44.2454340368	45.3714040149	66.2615457034	186.916070448	54.4567498289	-25.1545641115	133.794697911	-75.3353078878	11.5429244856
Sample92	47.2654709427	45.5783784733	46.5615173243	65.2606692665	103.708262154	88.5607738036	176.065519465	56.9455043609	-47.8758820543	93.9422052434
Sample93	47.0099255236	44.9906413921	43.1481379635	149.547771005	110.369169508	31.4495606357	-232.404600725	-97.029913956	69.0666161464	67.578358186
Sample94	46.6543672851	45.2172758525	46.6283890095	-6.62721169812	58.413790725	216.373716765	-77.8510091256	-242.643960949	61.0355072446	-6.71619243097
Sample95	47.5064228166	46.8061921113	47.1052860854	141.61582141	71.8174226572	115.682400346	12.8903429174	46.6594906312	-11.7798003923	-151.898125341
Sample96	48.0985964423	47.6135457942	47.0358137055	-262.719074175	-11.8477493122	-90.99583694	-88.9723875435	13.9830444912	-204.396908544	86.8483412632
Sample97	49.6387345123	48.2652320468	48.6127883843	-87.2997220771	22.593398514	26.3070218649	-72.9035404475	18.9354376414	-210.074739387	-72.3577036946
Sample98	47.6953164788	46.8210732321	48.6620751178	-12.9491562442	0.879816609373	264.155829402	59.7414347513	-169.05023695	-177.596725764	139.618052062
Sample99	50.0763424209	50.3787330668	48.4732364586	-96.2803768753	-140.466183958	205.830185026	25.5179697171	-11.6378628856	55.9418787186	289.507486546
Sample100	50.6141223172	48.4551029341	47.288005528	49.0158453268	-195.217062619	188.900126486	32.1126519603	68.132734272	80.3227111116	22.2011003882
Sample101	50.537332227	47.8052845386	48.0479684864	-146.46137664	203.442759775	-1.0389840076	-4.03859675366	-11.7957148539	68.1336159343	-28.1339877488
Sample102	52.6485845217	50.1962875732	49.9486347678	-197.578339153	-9.3763707211	62.3604144802	-103.480648854	-72.7540122848	30.5162638799	-63.6479410794
Sample103	51.3343713397	53.5642702232	51.7573950548	-114.000067224	-69.6569113204	259.409589353	-14.6949731498	-47.7607889366	66.4097047297	27.2931316575
Sample104	51.6901560516	51.9633383991	49.0248503421	-47.7303142324	249.156398043	-56.3124193824	1.48367939414	-46.1594650872	-201.037329709	-124.925619511
Sample105	52.9846404354	49.8646227179	50.6394751138	-87.5857123227	6.80748131328	-44.9238861771	9.50943385224	100.142085819	20.6979256789	161.49474377
Sample106	53.8759357514	52.5690736557	50.1932977224	32.2750467961	-312.215039046	48.7712244614	-17.5147553929	-23.9095064278	2.61149140865	0.38600608963
Sample107	52.9078161948	52.5749212461	52.9418559227	-168.588786906	39.9156198474	96.1134517497	-65.7601678119	-38.4865955748	102.828593028	14.1507272761
Sample108	52.5431640466	54.0066561182	50.9221393056	-139.209081149	-107.773440571	-112.384360002	5.94237243993	-14.6461400868	-21.9116494661	31.5595136429
Sample109	53.912920937	53.4067703833	53.2831792767	-57.4211912721	-179.800628406	144.25931441	-43.2092967423	-62.7249559277	-170.323833071	-72.1404605007
Sample110	54.3325068137	53.7716751951	53.3677163364	239.011077975	54.5080209022	195.121128719	-161.231622861	-92.8845028564	-104.349846392	90.9021874509
Sample111	54.9863028361	54.8384890411	56.4778887163	53.3069423895	216.182359716	174.841125622	107.19978441	-85.3867053029	47.0153555295	-19.6532955572
Sample112	56.6794921773	56.8685757324	55.6524571792	-92.4598163724	91.7559646234	142.11990033	-55.3018853106	181.692728703	169.485722844	-44.8905439089
Sample113	57.1729942914	55.4705950511	55.2276124641	-125.647668842	-109.020270714	41.6628876627	55.593190259	-25.0342147614	41.9559127385	261.798396896
Sample114	56.4957687214	55.9640337113	55.136319168	-266.70574385	-58.6103271257	77.1156481395	-3.93079263437	86.3722729832	-78.9735088271	22.2364568266
Sample115	55.1564960283	58.3797370946	56.4681980034	123.259593721	128.184519009	91.5419688828	5.91184624705	-135.447180688	57.9566228102	175.064709893
Sample116	55.4105020215	59.8749368803	58.6210464055	92.3819470783	53.3894242511	174.605900052	-240.251822491	-94.415239387	33.4370515498	-19.2856856743
Sample117	54.8625647653	58.1268249605	58.5925657712	-188.183046426	104.98756803	119.829532881	-90.8687899164	19.2226746112	-216.524008066	226.425365979
Sample118	56.7908809436	60.1452452899	57.5040818145	114.044180864	-30.528208357	85.9036318702	76.5686459752	80.6586644267	-93.8259226159	169.502914672
Sample119	56.0670396982	59.6062037208	56.7561532715	-101.569391176	34.0140046152	-137.750174645	160.101834085	81.7079605015	254.603933842	61.6786123097
Sample120	59.7602428282	60.9543818065	60.3509136847	135.628561444	44.3387712169	-77.1685972357	-83.4637450672	-161.434708997	30.3720622839	-133.862715272
Sample121	58.5794140219	61.1265423727	59.1767398274	16.5843140303	-15.1790045601	53.7836610011	-17.3776215092	-44.6013548939	-60.1787327661	43.4843619028
Sample122	60.9554842685	61.9711484773	60.2756711918	-80.5103381417	195.592883197	90.9131883888	-164.33631571	192.573285619	-9.37894239391	14.5061727774
Sample123	62.0125360399	59.4439420871	61.1453632626	4.31405687569	142.591938545	-141.006475333	-75.9478656237	12.5699009137	-171.644015676	-14.5545750061
Sample124	60.0407725719	61.3865084577	61.4792979188	-32.8407064117	-171.24457697	-39.9443393276	-139.807859193	-51.3079774314	-21.022350421	-169.131724931
Sample125	61.033812181	61.9634083024	60.8258879848	-22.1651019895	-72.2454456525	-355.388725495	117.505667337	154.74144549	191.610385908	97.9557341764
Sample126	61.7080194535	64.4145439204	62.8246427213	-355.672637404	-73.3227404701	-35.0082490186	-121.347099997	-63.6601658044	113.606168057	144.579259367
Sample127	62.208748167	63.0557461951	62.5355470464	296.980766922	207.118643138	146.411834826	-1.06290920464	-43.2765797822	-11.8205478779	274.000562788
Sample128	62.2900352066	63.0037241225	63.344339203	-1.64634078333	-36.0753169593	-114.040825054	-24.9792989932	58.3054927438	-16.9541060232	-64.8671562888
Sample129	64.8090351772	63.39701118	64.2241479558	19.8093097686	46.879701809	108.542022496	-18.5001903455	114.143465306	117.216085826	40.1959024552
Sample130	64.6885172188	63.6821204191	63.9350423187	108.685976929	201.839077258	-0.462033037029	-295.760984857	50.5206628138	78.9166480901	191.539439368
Sample131	67.3184107347	64.2134672081	63.1287818341	-119.715266182	-183.592522395	-185.534487068	107.137972829	56.9667023214	-91.9267783783	139.284989637
Sample132	65.9542745764	64.2142240964	65.1909657181	-76.5705141863	-17.8087414793	-78.7398255094	92.4452417122	134.372170268	-105.752463425	37.7740693957
Sample133	64.8102886169	66.7830913639	63.8438743902	36.5147286098	43.7221704222	-16.86696388	143.443858536	0.370207382837	146.151178511	-27.7347399516
Sample134	64.7218422006	68.6868265571	65.1376113808	-52.1169120478	74.2626103274	169.198299176	34.5218092816	181.176066084	-40.1410115212	27.8006192911
Sample135	68.1185641017	68.5266461314	66.4722338396	-1.33032751825	78.1136071353	7.37524390043	12.1774854518	-26.4238157266	-11.662881135	200.551585557
Sample136	67.3614514419	67.6999425467	67.5209220251	-76.9898919409	-92.1464923222	-34.4246173228	-36.345746804	-70.2280482824	1.94676446301	-143.95491489
Sample137	66.6240175051	67.0760024791	65.8026488103	-104.77386111	-24.5016270624	-15.8387774839	-21.1173786315	-38.0787849849	-110.589573038	-86.9183910437
Sample138	69.5857073746	68.5916899773	68.414776812	-214.786107202	178.853943552	83.5802924621	122.380559525	10.7858015139	156.965976671	56.6063047245
Sample139	69.1891989151	69.2571770068	70.8304575998	-80.3795593264	-23.9001375501	160.545475144	59.7165747269	-155.072051184	22.6463403667	-21.7645923442
Sample140	70.1843695592	68.697723282	68.2669181611	25.4682103101	-66.0359350888	-88.7730928068	-54.7330516344	-37.5422158655	9.9126917837	-171.549880762
Sample141	69.2918837291	69.9406737955	70.0038730365	43.318946538	-76.6667340226	32.0136716721	109.27152205	-87.9236924036	-19.9244886478	109.707853208
Sample142	72.2764939469	68.9092836985	67.756923287	-15.7217961406	281.6489519	20.0638935732	-194.980390437	-8.50602021076	129.945754406	143.642331594
Sample143	71.7576286969	71.140182432	70.5599794918	-72.1360386742	108.040726354	251.836500893	-114.625723229	-86.5354116965	-205.096604912	184.460868959
Sample144	69.157037013	69.2836701031	71.2458054941	-19.7967966987	138.947935783	-194.972118528	-99.3179036038	28.3857174752	162.440044007	118.189541433
Sample145	71.7388763653	69.4756625316	70.6416438109	7.16009085753	-42.5098908848	-91.5006667011	99.6835958883	-33.8911462403	-92.4979347884	-51.3130043283
Sample146	74.2325933858	72.8192928027	72.9082544609	93.2469164717	57.1283911366	74.6186528384	128.229646806	70.4543577391	-22.4441303437	-73.5882748382
Sample147	72.3260130073	74.8392654438	74.2783594241	5.35326787278	-122.695944489	-145.325640692	89.0022566025	20.0591167008	10.1313019997	-75.3457223011
Sample148	74.1608746737	72.8504723101	74.9715109513	268.56699067	-44.3553929347	64.390413987	39.9038231602	135.580497957	206.183275079	53.7408598436
Sample149	74.2745027733	71.9736019233	74.2777399579	-97.0162519054	-8.6445092598	109.905852576	-108.682959283	-16.8414127879	155.344968829	190.446983923
Sample150	75.8750384917	75.801941612	73.8966044449	38.5987778156	20.0698719279	103.52270541	-144.439035364	64.8892615645	211.246507588	31.5420291629
Sample151	76.8702332445	74.1345077537	74.8932192829	183.503705027	-4.18538374357	145.743156502	-91.4416469424	46.7887821278	321.540839396	147.490048507
Sample152	75.1236773382	76.779397818	73.9847703708	-34.2987430003	35.1236454886	-130.361834762	29.8228713703	-175.204570151	-210.137374354	-95.8500950257
Sample153	74.952595348	75.5541522363	76.629895861	121.952986921	-298.191075064	2.85954050152	103.919344692	214.266745236	-109.580409806	-162.093276052
Sample154	76.2527063484	75.1290568327	77.7075054871	-86.6050146291	55.5883575818	-58.1443405398	-10.0831565464	24.3664488288	27.2971263037	127.120553326
Sample155	76.0332621793	76.7039734582	76.3456719106	42.8948842247	78.731055587	34.2380410461	186.922218334	154.44765243	1.55141167717	61.5175172726
Sample156	78.0402821613	78.7096766354	77.7854280681	-106.509407371	114.149794088	-55.3504891045	73.5961294008	-47.3792170779	-22.9554679595	-58.7948675854
Sample157	76.5846781532	78.2841652735	79.1401108004	126.959692507	-4.50056495627	-17.9457182078	11.4387260481	0.578752756713	144.325630827	2.20024078924
Sample158	80.6610446027	79.0575124009	79.7134382655	-98.8932561393	49.4526289337	187.801282545	58.6068575169	-21.944342562	44.3652933688	-0.978981191343
Sample159	77.3686796116	79.8669715669	79.5660113269	-161.797746903	36.8894223494	80.6155423509	-1.29391168413	-43.6948874047	-17.0398952094	42.6789542747
Sample160	77.9866030997	78.5845019835	78.8334832575	-96.6103694295	203.103189054	-18.4222268575	8.66468226572	152.001761185	-34.787133454	69.1221907693
Sample161	77.9514303527	80.0993729069	78.6390450681	-200.191150622	193.222240159	37.8121186589	-211.05735966	-85.867572945	-2.96181294563	128.882370231
Sample162	80.1957032909	82.9298157533	79.9574243089	95.9921339523	254.126724131	171.466333736	9.95219070023	67.2963858471	-1.51820357013	-90.2682874226
Sample163	81.440371577	80.896073267	81.1847072111	109.739443687	-17.1145613797	42.8416423326	228.949144251	105.214040324	-2.70281047016	190.131978012
Sample164	80.8548059809	83.9267876998	80.6303469947	-58.3930477951	-124.492687514	63.286085365	-102.805588132	27.8901219938	-20.2137076294	225.914414729
Sample165	82.6385676662	83.2718966783	81.4109199544	-146.275740978	19.5213398025	-12.7592025215	-97.7479879928	-167.816342322	33.6293151403	150.447120132
Sample166	84.1739476412	82.8000949787	80.8142279753	167.021074844	113.350309204	114.075790162	-145.076697598	79.9970879092	59.337315605	-103.110376546
Sample167	83.6607089237	83.8353544152	82.4246010947	120.494388193	-29.1566236321	-25.6010173428	179.404213794	-275.220725262	76.7886237747	-132.235829346
Sample168	84.4193497286	85.1756176538	82.9374560417	-10.4002571015	-10.8157589718	-93.954974675	-62.3254559778	33.9390453258	197.733215701	-139.568149226
Sample169	84.8774563042	85.8371327911	83.7752020483	-172.270430151	-190.240069572	-65.3553982232	78.5536290974	-137.170379124	-33.7226252398	255.268298749
Sample170	85.9697958406	85.9032588946	84.5578018589	-64.7582034798	-17.7024344818	-157.748756884	-34.3996821517	-5.99316982724	-67.1997193964	130.336349952
Sample171	84.3817527907	87.0014798822	86.5582626679	15.3313390247	-322.477337889	-20.3619788205	-55.9097275979	59.2566826279	79.8664414059	132.737877854
Sample172	85.8791133501	86.7358765528	86.1519500872	-245.621510099	-55.8927927226	25.7503331209	18.2605797881	-264.549628822	-46.9992832535	25.8297971023
Sample173	86.7061884112	87.1220297084	85.8433143122	-125.043557255	-157.747894547	81.8894610077	64.8028404939	77.0800204154	-77.7731350871	-74.3800476509
Sample174	88.0630639837	89.3075554506	87.0553320319	17.7417378856	215.406013891	-34.4841442949	-39.367342274	-60.0692191847	-91.4888672176	-2.62186411914
Sample175	88.499248684	88.4210780441	87.0046208169	77.035800512	106.929938098	46.663630422	-52.8260302913	-39.2468899059	116.196926336	89.4560013984
Sample176	85.8265550841	89.6717775358	88.0065334138	-51.8722783028	81.6603955684	-139.116187533	-65.6427151858	-142.469349317	252.265935246	-177.070563127
Sample177	87.9246614144	90.5560761325	88.4466268918	33.4976218233	-51.2009203316	32.1810697498	-86.5723804796	68.3826514367	236.784979477	90.3224705731
Sample178	88.127838001	91.5414853507	90.469347861	-21.9000919043	53.9843162413	105.025650721	-292.268903156	-108.809226618	-200.470851955	91.6941013118
Sample179	90.2151667085	90.8792185212	91.0122306788	99.9436369242	31.9055365897	140.536362106	-51.4011131174	-110.559402036	-69.7233084854	-27.6713532696
Sample180	90.9311108882	91.4210101122	89.8778583961	73.1240144201	73.130314872	-195.783394534	12.7875805446	-91.1785950475	101.565822352	-142.52957555
Sample181	87.8821417303	91.1232418765	90.1006553684	-66.1335010969	-17.5952008844	-165.8767201	135.216914042	-93.4227168858	-98.6191707227	-157.118077031
Sample182	90.8574044364	93.0296419588	90.353423725	52.861013272	145.934003671	22.3440087301	59.9881753776	15.332360671	-145.003874538	-84.1191351981
Sample183	91.2220144716	94.1151040864	91.6287157799	-148.704870311	-138.87337117	-0.378906085713	-41.0162346255	95.9621597512	213.813638869	92.0928320371
Sample184	91.1611956984	90.9468147982	89.7932496643	51.9383652605	-32.3621786151	-119.419426019	11.5067469557	-237.313786388	-110.818418254	-45.3146400826
