Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample26	-58.6643738478	-6.82112901144	66.0221214335	78.0740933192	-14.9518896845	-3.60217045009	37.6776478169	176.366807939	-78.572813757	-0.770655150275
Sample27	22.9829547213	22.1322630555	-67.1497766607	-0.702131274304	147.550098732	-26.4941014532	231.101927424	161.490689745	-38.9026461511	-227.758091048
Sample28	16.3107827967	35.1784549479	-40.4801479934	-1.19981902482	120.147674879	51.9333795224	-529.016044528	165.252725268	145.585910434	916.386555386
Sample29	4.45585341488	-81.6112396697	-30.6990156889	8.22167391497	-156.918008245	-18.6669552893	191.73155133	-274.636094307	-36.2477332631	-190.039507216
Sample30	62.3819128191	82.4977645275	-3.54951943405	-68.249932825	-6.40550744449	-12.0436738872	157.281487428	-249.294365127	136.324774443	172.865958457
Sample31	-47.2974425023	-27.9580867443	58.2884354772	3.65076206699	64.6347792302	-51.5397961361	97.8467537254	615.169333974	-106.769461792	519.980647246
Sample32	-42.9809323335	25.7739290666	-3.77560797032	57.3490608004	-71.6515413995	-106.805930907	-126.723978216	9.76818048838	39.7606484286	315.290053102
Sample33	-38.8471412723	172.028658234	19.140545281	80.8579913709	-147.183463161	88.7927136594	-3.18090081941	19.2583255507	-8.13173089052	-698.730418236
Sample34	72.222850593	2.98317066522	22.6974168907	-65.7988679313	19.3830317561	44.4633690764	138.341055886	43.8992766813	-95.3346575834	-108.348000929
Sample35	-38.1442421341	-20.9339066882	22.3128265613	27.8382866058	97.8637050681	37.3229918228	151.790528396	172.900071883	-34.6881608486	-95.4603197122
Sample36	-0.568712395972	41.7300983495	-38.1415182856	-4.24070082443	-49.8329195612	5.54054377831	-30.5245244262	-71.873853536	16.6562963867	-194.932603134
Sample37	2.0719550944	8.9028342567	-15.8442781168	-22.5769015974	-31.1788497147	0.578583449391	50.0215831929	-14.9677036681	-11.7017770782	-17.5993120453
Sample38	63.3591145522	-250.458880306	31.444812839	-14.4642128069	210.904442981	-17.1191587788	-97.90951289	-74.3542455402	-10.7097068944	351.463589001
Sample39	-79.7746320029	-12.0139813893	58.1905189593	110.985167227	52.2364835279	-58.3175569492	-30.8582559553	296.095369822	-34.5022018852	62.8954163065
Sample40	-187.114841477	40.4092149975	-73.9068103578	8.08043506429	20.1058662332	-99.2247894336	54.4297284325	360.985265074	-73.7651438253	391.318085623
Sample41	12.3249770678	-49.7161594336	-73.1478277075	38.7717103687	423.857399101	1.68033492991	1161.40615357	948.82772481	95.9474940175	-214.965425836
Sample42	-56.4540407151	-17.341222781	-7.63910909641	-1.17692012957	45.354868935	39.7885056818	-410.61028927	-52.5425128619	78.4609951289	279.44412118
Sample43	-107.385246899	59.4383650893	-13.1192357251	43.6478295332	53.9630379465	34.7154769563	169.107090533	165.50549936	121.380864842	-50.2275985072
Sample44	103.762362452	165.379898937	13.1977354531	79.5399996162	-10.3578276036	98.8189856079	238.724407736	-252.269436272	53.481703878	-445.127934454
Sample45	-29.0884451552	-14.4323739938	-42.4855966038	-40.6943521571	106.170604118	19.3302481598	-564.658141162	55.331611195	118.991903198	143.066712139
Sample46	-119.922374293	46.8830340218	-11.5073205672	20.6638262038	-55.1330060762	-29.4299753761	-7.75369443939	489.796456896	45.1517591072	15.161569094
Sample47	38.6617297614	90.0509111736	-58.1837677796	-42.7345783199	24.3982310765	-77.2110443308	116.740471145	-185.286965246	-26.7144747095	180.411945702
Sample48	-1.36259860207	73.347340229	47.8285229131	-7.31347600859	-2.55548820594	57.2215658454	43.9471474014	-5.84255229678	-6.79637629529	-349.102136761
Sample49	8.36800130573	0.376894004098	-52.2758363241	-30.6326590579	-51.3029489541	-42.7209837629	-194.256557064	48.8054246533	31.2378720227	59.9894394231
Sample50	17.6165420476	-33.3180120524	-55.0199400992	-0.580217777723	16.3234020818	-8.29154070513	45.0381040372	-91.6394347176	-65.3881350628	-18.0535820184
Sample51	173.905199726	26.205959055	81.338639278	26.6861147034	42.2370585413	53.6406600036	256.463281363	-618.134809949	41.2341105442	-126.963194881
Sample52	12.2301149507	-41.4729826839	110.973723065	-27.6100338739	31.8314436538	19.0352128347	-29.7059383456	-90.9257116155	-21.6889448625	-57.2004809546
Sample53	2.42198530487	-5.3167690402	-106.403089959	-15.8209862498	-44.1604462072	40.6946176427	-144.467578012	28.1893471979	28.5334094973	35.4513917133
Sample54	283.561479055	-19.5732567707	-63.4080348855	-87.1236528219	-3.131727953	-97.162074953	-569.434938618	-446.868605298	188.926428695	542.8030086
Sample55	-5.82728857566	-9.18120598463	-43.7517312463	-57.4198553557	98.0810659981	8.83768575173	-447.330451801	-112.848194794	169.377744984	438.712342845
Sample56	-7.05980020458	58.1063252805	-105.351933076	-26.6659754099	-8.65993673773	-89.2467828771	-14.2955600735	-7.66231078559	110.660794454	312.634714409
Sample57	2.06570647279	-79.4083671116	43.107521298	-117.797226811	-11.2064062357	-149.066364155	-60.5402917618	-99.7261919205	143.250042315	630.724094455
Sample58	8.29408855376	89.9137508475	31.4137062583	-0.544594140598	-85.1537329114	-26.1045313014	-316.510662905	-159.974281946	87.7684538906	3.57606632526
Sample59	366.128410973	3.16887564294	-83.6109864015	-73.4219614404	-28.5817158528	-51.7178482924	-55.5937677826	-838.093350879	58.1221621492	305.263734982
Sample60	-5.38010344477	200.58481352	-24.6734590457	-91.8395245459	-124.768297118	80.5279945187	323.996475086	-164.155685047	-79.9567213325	-658.986622299
Sample61	-15.7059694019	-10.4739667788	-64.6947419012	-66.5536071836	-65.7711336968	-1.20810975015	661.469282528	-525.601271689	-92.1942656775	-867.418791121
Sample62	-2.43640456199	-142.349611802	197.934207266	95.3987348768	68.2100079338	92.5673049973	48.0626887841	319.012915093	-108.176247661	-581.095824567
Sample63	-297.259432928	217.785778896	-44.0090365671	115.614980252	-33.363377705	47.7633968313	216.992204926	784.681907096	-23.5922772975	-201.797104224
Sample64	-5.93307094299	50.030329834	-82.3322246565	-9.1470572196	24.9932781806	-56.6793181407	195.821929707	94.2066883998	-24.9642141096	-20.6844905759
Sample65	-51.1989625537	-84.0060164382	76.6516218035	29.2582915303	50.2070151388	2.41870130242	121.782441931	212.986344644	-50.2020301849	-56.1297727252
Sample66	8.94094044102	51.6153425744	-19.5091477126	-122.282144938	25.1519824639	28.8871494919	-191.873807759	-60.0552942599	69.0159243727	-38.0014777568
Sample67	55.2975118067	-1.47873469	-60.7929593072	-168.64173998	-61.6399999564	121.11507283	333.923334473	-34.6433243706	-46.4005953347	-585.282199465
Sample68	-22.7484175972	35.4082212237	11.9803497899	71.9272020129	-68.5849064291	-4.21016418345	102.392673122	561.269308597	46.4295642974	-9.13044463705
Sample69	-25.9192288193	-26.4602909824	-69.9225291562	-81.2738284772	162.060924827	-1.01616180529	230.422312124	-1438.32236339	111.849696654	-250.507337755
Sample70	-51.4380978237	96.5308558247	33.6851860862	128.317370354	-64.3581951865	19.418010184	523.365948846	-27.3196616421	-216.982748931	-123.058379075
Sample71	-373.43841748	-65.0991817922	-26.2126106337	87.2995219836	18.0333109365	20.3550705856	-89.2169207657	327.389432021	-87.2428065675	-153.432646871
Sample72	172.750109619	55.1585059282	-42.0368226951	50.295671717	-38.3572428444	19.9302291295	-549.77196143	-127.818847122	133.901519056	549.432892417
Sample73	82.66719651	79.3666781628	-20.9588921593	4.92891030406	1.16652416373	-96.4814722695	11.5607388918	9.72843414737	24.8847080119	193.903074164
Sample74	-78.3294585559	71.8633123159	-45.516432859	-29.519947275	-39.4204397552	-83.0222034742	-68.198548469	396.082717552	-5.22699069221	273.807623876
Sample75	0.579491729351	132.041207372	26.5108167007	-23.1393878291	98.7209188064	-1.19588978638	101.358567823	45.5206717667	2.17713162734	-78.5725678694
Sample76	28.4425288394	91.1529888713	-54.7858971322	31.2075931951	22.4418006044	78.5786757476	-216.078134829	-136.616948065	-12.0103602442	-76.0667540338
Sample77	60.5314631217	32.8102706805	175.050355789	85.2531806035	36.3474459934	2.48624305736	137.320282229	-197.554081916	-107.610244956	-74.8526821458
Sample78	14.9029150462	-30.7083399944	1.8720448647	-76.5887314943	13.7346153917	-108.403480115	143.952282903	-59.5118481986	219.335714321	657.271388215
Sample79	11.3343367201	-39.4713729704	1.09109027115	37.5092590982	42.0783082637	-32.4390175696	-369.70475004	-123.894324543	98.3175139295	178.048164379
Sample80	28.3440377925	-31.3423981011	-45.5163933407	11.6872396051	-137.901449033	-25.0339058965	361.633392235	-4.44464359068	-94.726136973	-611.888887616
Sample81	6.40408644164	-12.2286831127	-45.7161448675	66.1703084337	-60.4846440326	5.51522062361	-313.384629615	83.310757006	129.913517993	31.4375103356
Sample82	18.545958074	-157.248836041	29.6289623182	56.1623887673	27.1656148592	36.5285299565	121.138727691	0.26022796411	12.9301357123	-59.0149627567
Sample83	-70.3941928333	125.575846314	-122.137998274	-6.3232175624	-113.745857138	35.9091774038	-2.02461763475	227.026484584	105.206495572	-430.199227423
Sample84	-99.5909712106	-21.127065803	45.4014759832	-37.0320513139	3.65456605565	-121.830826798	-564.794151356	26.3336746416	26.1500849203	502.963184471
Sample85	2.01886378051	-184.570672239	-180.451320839	-89.1891646151	123.225396099	-85.0561788262	-187.054236998	54.6164648814	99.3079065591	640.64445049
Sample86	92.736706066	79.9110860972	-34.9189442852	14.4333229429	170.328242736	-39.8357612666	454.352023395	-369.65628359	-64.3479838522	-323.344853367
Sample87	258.119968333	62.2396359181	58.3144660059	-4.54821068106	68.1298962124	-24.5828659352	-304.497034122	-446.722503143	-34.1085747368	140.548354329
Sample88	131.436841216	-26.4260963551	-13.9613139031	-74.6929754364	-63.6581891385	-31.7679887573	-132.439525847	-365.856305319	222.681969804	247.198303069
Sample89	24.9104491477	-7.59950035339	-26.3256590002	-20.4156406888	-44.7203543181	20.751259027	-203.57892464	109.040080521	53.3703713996	331.119372871
Sample90	-6.57843116817	129.393811441	35.0832762315	56.3015693821	-63.0737158062	77.1425896575	32.1977684268	10.435380776	-168.21844437	-587.459929729
Sample91	24.2315626231	-70.296849212	-48.7422629379	-81.4033773123	-64.2852645969	52.5663159894	123.981137681	-85.2767865291	49.0900395131	-89.2882315675
Sample92	-65.8458109437	42.0753508936	23.5849635164	85.0447935073	-42.5888168508	20.3410357556	-31.519304288	170.379994981	-9.91997277209	-191.010464182
Sample93	-47.8937675768	49.481529205	93.8370074367	-84.1051782407	-38.2305863156	162.777392838	367.615496052	259.145181007	-200.532945599	-973.478247934
Sample94	9.41925019264	1.67351378023	21.8104109277	-1.24863620099	32.8039043927	-20.1081901331	45.4212513448	-56.0183136764	-57.3960709171	-34.1278945438
Sample95	-74.0426639915	-178.005584554	71.8906430258	-27.9623449341	38.8274735233	-28.3139205674	86.6787074624	234.068217959	69.8950342535	210.041087587
Sample96	-148.567201425	149.048499485	53.0557870138	25.820015973	-78.7062063703	117.194539623	545.194782928	66.5252949668	-43.0008848638	-709.535179017
Sample97	-55.7630994737	-210.03094423	24.5152887176	123.988942826	93.1613414787	42.5054839275	393.834009959	423.779782493	-17.3934943523	47.6566127603
Sample98	-139.411233559	-63.749564484	146.741047057	-88.4382445228	3.22808377138	27.393696372	-105.49057901	300.385237843	10.9348843998	-204.722370294
Sample99	0.244130715872	-20.3425686743	-17.5667214882	22.69765708	-11.1469805278	-10.9333612179	47.3656984179	-47.4128890644	24.2690558673	7.25884718472
