Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample72	36.2083303817	36.5136821805	35.4239536037	136.422555263	-210.421625764	1.90248629327	-25.3601899417	116.707344109	-236.72853347	-78.8994622521
Sample73	35.9027989682	36.8256769911	36.916142197	201.131386051	-150.011996611	-47.8343244035	-65.300659355	1.60061532904	66.9377535209	-106.294869547
Sample74	39.4092939189	37.669184059	37.3200622807	-185.141504573	-326.551417464	-380.985043249	-196.774110985	-91.1252487698	-169.630849839	98.2699289697
Sample75	38.5096724515	38.2193793526	36.7799644364	126.994544126	327.148152964	-111.589029933	-249.861220513	59.5163592695	163.429117139	-191.525833233
Sample76	39.2072723094	40.1049555522	38.1293789277	62.7030366209	199.039132961	-13.2015535492	172.17521474	-185.372646188	17.2639886677	-116.401538267
Sample77	39.3283062896	38.6317490726	38.4734915831	-142.707216464	149.705124937	-91.7297168786	-53.350458934	364.324674888	-78.8301308858	-308.601744544
Sample78	40.6442256925	39.4745338864	38.9627628651	-252.009812874	122.294159499	40.2393121521	-245.097890139	166.022472864	133.46994898	-21.3576119394
Sample79	40.2774966945	38.7550433477	39.4686120949	-219.09509637	215.390820912	-293.632615291	-115.490623513	164.788704141	-47.6201518668	-1.58477795997
Sample80	40.5326296303	42.0329497298	38.1173107606	-214.29320212	-170.454229588	52.5361320146	76.845018352	137.413805434	273.886286806	-40.998465264
Sample81	42.6867934156	41.3983584364	38.8682938865	362.932961029	-26.5084785086	402.283732191	12.8328313998	-44.7122017609	-305.817550144	12.5824282694
Sample82	43.6601284776	41.840942276	40.7567331775	-349.633479715	-144.939392145	-207.777534065	321.821450149	190.739209072	-148.072064021	-66.2026390994
Sample83	41.0197237552	42.6236911948	41.8170817862	-111.318133602	-326.703745582	175.764273309	192.363383177	31.5455402767	58.885914035	129.395056433
Sample84	43.6431889114	41.7017070471	41.0636880956	138.016638553	-146.379385971	-251.250889826	20.8258675596	510.624181732	89.274135787	56.2394085212
Sample85	42.9921975832	42.1419126526	42.7724909735	-162.130982374	343.316393791	-63.1612574664	-83.4949807537	56.0489479263	-28.2795893994	-183.596817254
Sample86	42.4547944838	42.0360319766	43.3099751393	120.853371028	113.447296193	-16.9293428611	343.780590041	252.886315672	161.789226517	-86.9528981824
Sample87	43.926530696	42.1506417811	44.377818346	-142.11413958	60.2049044802	137.734687038	169.285525315	287.913136126	111.912658909	-25.9955587714
Sample88	43.8494154445	41.4579703008	44.2059960992	-20.2602365457	402.163989728	-26.9878794937	-121.363676415	-20.3564893929	417.026530874	209.587170229
Sample89	46.8606513822	41.8232441887	43.6377627094	46.5275665797	229.222645481	131.035924896	179.999021888	139.474682628	129.595674689	-233.924883253
Sample90	45.5851730042	43.5140341113	45.8457322252	76.837095104	143.973116921	258.112987013	62.6169428563	-200.145608575	-92.3974657276	-0.327435001154
Sample91	46.2454659206	44.6518025157	47.5640708426	233.313389889	214.172820326	123.995912567	-54.9727486912	185.318426773	120.727848729	-202.574180168
Sample92	46.8119521426	45.5611394592	45.5607127816	-423.380771901	81.8310107819	-122.583472968	-83.7253393332	16.9156906174	-154.321636376	112.497730769
Sample93	48.168313667	44.0798055762	45.6054418505	271.413817362	277.59126391	70.97203454	93.0956771218	223.322401851	80.0954077513	-56.9682333813
Sample94	47.6942220996	46.8529477014	46.1971461874	-388.715470702	-85.9509796848	12.6812155637	-132.448515793	-67.4851016166	14.0442288633	-140.56812418
Sample95	46.7022411561	48.0459718164	47.4068103266	-226.76412985	-98.930730532	-28.429914921	-70.2516728446	-60.3469265939	245.18227155	-93.3477328583
Sample96	47.3990854735	46.9148498429	48.1865774016	-73.5164764667	-114.948850079	208.952211883	-195.298333152	277.455778972	261.665504218	103.06329858
Sample97	48.852394974	46.6041532632	47.4816930253	408.674489706	307.727724674	87.5873955557	-42.9386712811	-172.693521488	228.112929818	-227.69515794
Sample98	50.1437674462	47.9738565958	47.1109914749	63.5722544034	-334.852317467	212.452088247	211.919270901	58.0903381294	146.587105864	125.145988039
Sample99	50.144348042	48.4126176024	48.8629356892	220.297056187	183.725142202	-90.392164564	49.079087381	-210.021700472	-453.973512783	-86.2474919657
Sample100	49.2896937909	48.1863574439	50.3417523795	238.679904242	167.420236308	187.604060443	118.654709383	168.806987147	155.159778295	2.56290214538
Sample101	50.9469263504	50.2166728179	47.5932493224	349.648946509	-79.052806856	20.2047124536	-141.824225893	66.1903596888	59.3705260309	-156.365669484
Sample102	50.6411453173	51.4393015315	49.6248438413	-7.94287094948	83.5562044081	87.0659902047	-148.02541576	-280.193408103	-31.4342817813	332.015568747
Sample103	51.101213522	51.3092912007	51.3826831912	-238.349284792	-74.9062940502	258.263079281	-57.9318189934	-85.7832425375	407.194957001	188.745482545
Sample104	53.0203784361	54.5738011127	48.78093908	119.54659129	-218.658875207	-206.625464967	112.525950167	41.5427062433	29.4760253802	146.64214476
Sample105	52.9963485634	53.4804811302	50.5233847153	322.308012019	175.625688017	188.290464792	-104.020149907	-29.9762933889	158.153370504	380.355930822
Sample106	49.6395293706	53.1386539004	49.6088695893	139.758060585	87.1995406144	-183.423285663	162.229371856	-205.606207386	8.80881341929	-31.7795051383
Sample107	54.4511735244	53.2524561719	51.8928723516	-173.32418617	-23.8973023146	134.939437688	95.2130530583	64.4977955701	277.972191901	-423.624105348
Sample108	52.5701986473	52.6034979912	52.4274020365	-40.6373049711	202.750215127	358.333794586	16.1648368326	35.2903608478	73.4100615353	9.56428152547
Sample109	55.8946354599	54.7510053779	53.5073919214	-77.9928065354	137.61017161	-89.7679173689	119.56931884	-300.009496258	147.898904119	86.7923299443
Sample110	55.5857904882	53.7313337295	54.6985967514	59.3132462572	-195.47051332	-6.28383441286	-102.921392459	-150.334246568	271.809084831	-303.648041289
Sample111	55.185041703	54.404625354	54.6833873051	-120.512370655	35.0490265003	-114.924941209	435.393631552	166.06195683	109.170123172	140.003074679
Sample112	56.1402306445	58.2172380668	54.9357118354	-121.203980246	-282.078602451	-302.213767102	54.0401501928	65.2033915443	-100.300609257	-133.378879582
Sample113	53.3356211459	58.0116023413	55.4139084819	-240.143446013	41.8336466079	-66.7985182183	-8.11945936938	140.425834842	380.659964035	74.8177074752
Sample114	57.7306157609	57.3277137198	56.5271527981	79.3798574324	-129.496986018	272.518307366	-197.039950297	28.5603277796	6.45292094644	-96.4254741273
Sample115	56.6762649338	58.6372771512	56.6263350403	-151.052599166	-129.305729966	236.427752492	416.552703024	174.635224135	-146.024361327	-102.802017183
Sample116	55.4524032958	58.2256645563	55.6603174221	37.7251688016	83.0144838848	-218.757913939	198.055294366	-68.5542789603	7.44503351962	268.258837792
Sample117	60.9167710114	59.2735099051	58.0500214354	180.140621248	-101.087961483	-110.233422053	-15.5623473826	-110.434487786	-20.0921877191	-169.069129293
Sample118	58.2157230771	60.1125336597	59.4141974692	438.156959236	-56.1202149121	-120.127830263	-263.103819833	197.213294322	-57.0695577958	116.47162346
Sample119	57.3667933486	60.2115748007	59.348742455	-75.6655291899	-127.899278242	79.983732435	128.218007712	419.846667174	289.662687895	-256.685992145
Sample120	58.3756177065	61.1310700152	59.2396936505	172.426268741	26.7721501108	13.1508470426	-217.077657481	42.7516215465	-104.097311817	-204.027173431
Sample121	60.6894945111	61.4716649161	62.0841412981	-56.7497005365	89.3276609772	222.828288734	-114.183390378	-33.7949065387	315.335038554	-86.4136832946
Sample122	60.0414468546	61.3245476786	59.1777900722	-270.250861684	-203.287051476	-67.9392816422	-73.0790436117	155.206970188	-70.1265039299	46.92702606
Sample123	61.0087774619	59.6661676114	60.9126539328	-62.9008749973	40.9840356386	248.165194131	46.7158609146	62.3938199812	104.99574239	81.6530520493
Sample124	61.1317098718	63.3141282661	61.0539446645	91.047232341	-30.8701224272	-42.9832918315	73.2074412761	-103.735496361	103.743353434	-24.6621933963
Sample125	60.6655448907	60.6855569818	62.5109127125	107.210679071	-290.799777378	79.868322352	-63.0508950245	41.3366078125	41.1320328294	136.335305522
Sample126	64.2005988347	61.9435724797	61.3176362924	65.1687192522	-307.673863122	183.904453843	40.3376908555	-163.2300174	111.590742847	28.0793535905
Sample127	60.3130419321	62.6183864394	61.5401419716	292.63992442	-183.181157928	-19.7645519555	-184.44178285	-173.014777133	-191.543712526	-132.543846378
Sample128	63.9874802126	61.5403482584	61.7403676468	47.7041412821	-205.631432559	-28.9716550478	190.165855544	117.407651937	278.626825151	78.481153807
Sample129	63.5237839878	62.0616897819	65.6695843037	-152.355098883	-47.5579191018	81.357006919	240.938986727	47.7145391365	108.658837735	-251.635394123
Sample130	64.4011951874	65.1795043121	61.8285038501	214.083208401	-99.9215765754	-25.1206539812	-72.4783678554	-99.6377552955	76.2418554842	-106.506097974
Sample131	67.1652381774	63.8871322307	65.4458217315	-144.18978449	176.00525074	-292.139144553	49.3511408589	20.9040105187	62.0287053378	235.747630967
Sample132	64.8609805273	64.3168881579	64.7391693117	-1.52046448328	-249.154279983	-45.2148585904	152.426776767	-79.2541569754	-172.022736953	89.5768974264
Sample133	67.3727467544	66.6133431954	64.9086103051	103.901732727	-39.3072400894	-133.899532034	184.845934772	-88.2363416734	-356.322003089	-35.6885385062
Sample134	66.4067383737	66.5154344894	65.3551456468	126.798023974	-352.808123392	19.4574273842	-22.197681392	72.6286580403	-106.972790279	-251.128317178
Sample135	65.9391067658	67.288057818	65.7621833092	-142.630612828	209.927410587	-48.4929367662	312.659123083	-253.374613652	202.948983062	-168.617854569
Sample136	67.575331283	68.4502695615	67.2951457409	368.223238856	13.4978151087	-64.4990768363	39.4636534808	105.009409101	16.8620208072	50.1895689516
Sample137	67.1831669443	68.177188899	67.4791814499	-193.539050184	123.425767325	102.621674652	-1.53754920156	173.763224985	-69.4317244101	-116.710245222
Sample138	67.6696692716	67.2356665468	65.8772093496	22.9682819525	-89.2524375983	173.424384423	-71.2602848871	56.7701376753	56.5619691119	-299.011803447
Sample139	68.3126826371	69.6905082824	70.6734895683	176.54366664	-498.157784091	-184.706774779	139.316125904	62.992319704	-255.676795741	237.72853337
Sample140	70.1412576722	68.0847840836	69.6867549909	198.300546692	-38.8804793491	201.906303886	40.3974404267	226.653917071	-99.2836673443	-18.2455653889
Sample141	70.5107471631	70.3919765313	70.1536441604	70.8652578133	-140.900154244	55.4565119227	-220.421568805	99.0348142685	-374.966820379	-324.31105383
Sample142	72.9581866271	69.4947197878	69.9360082573	-356.586619998	-238.486087929	72.5725253533	194.42376537	-80.5553975885	-137.024116147	-156.418157551
Sample143	71.4369883344	70.6785910943	71.4800987715	65.9646370023	-144.98783536	120.52238154	9.3546688047	187.689615477	144.909030211	-239.021454997
Sample144	74.0384002575	71.2570465938	71.5260858898	206.169497561	63.3050966828	-103.941132277	-184.252393519	-222.587482364	-154.325180127	-36.3147579362
Sample145	71.8861066325	71.0220241143	73.0131856023	-71.9273376308	-141.8288855	-351.959743401	-64.0106858635	40.6058614482	419.808643929	-343.883954355
Sample146	71.7354797002	71.8741730972	72.8096174568	-218.015379854	129.828557474	-179.658650512	-84.7894838015	85.6073366956	-213.842904282	-399.437544281
Sample147	75.0219280685	71.0200517012	71.7788762503	103.792647505	-184.025683714	294.753507857	-173.686072616	-40.6878501553	-99.1577577845	38.1686108989
Sample148	74.0106219583	71.2964018402	73.9017656797	-279.662420809	-225.269649341	91.7251337623	-190.258327771	100.133816942	362.881391028	-27.8591433774
Sample149	74.7886608159	73.5974828809	75.2392964492	-410.116073401	-9.12968178291	266.041998823	-48.0006384454	145.24003781	-83.7899201942	523.701490589
Sample150	75.2653791511	75.1718452867	76.2662344525	-357.148052679	97.4004049068	-233.15912838	90.356060805	368.241240147	124.581335662	232.26419673
Sample151	77.2394242982	76.8380687449	75.3307649415	-198.334345915	69.1512468399	-137.259140892	-5.50035530193	-153.702091116	-174.182759785	175.963651918
Sample152	76.8220359616	75.6514606787	76.1284717869	7.44977368845	-38.9753405441	389.520189938	-159.010815131	22.9042803386	-120.410510818	97.0055982864
Sample153	74.3470364097	75.4618476815	77.3641684409	58.8669409505	78.2860394097	342.22104852	148.310759196	146.954087397	-330.74605607	58.8890583194
Sample154	77.0139038189	78.50002881	76.9693044596	-342.39596872	48.0963875733	111.297614661	98.9121855952	-95.3576217629	30.7787128477	235.478592268
Sample155	77.7999034721	76.1466269026	76.45368469	52.7520336282	-130.96692684	49.68308806	-25.0463537991	-53.2472691059	-119.520550848	-20.5187912522
Sample156	76.5552358889	77.202485534	78.1308262178	123.950064022	-252.23066693	80.9661331563	194.336004025	467.001910581	-43.522962503	-21.5042866386
Sample157	78.0731605584	78.134931052	78.2293922842	86.0117955849	-64.7673104878	-75.6008345753	65.941090251	-78.3649562587	176.72632511	-100.706115866
Sample158	78.2878082875	80.5029363242	76.6892951462	-6.90834506691	-95.3952038331	17.7454335608	275.147449366	79.253945835	-217.378922689	63.1360175904
Sample159	78.0296017946	80.4501370198	78.0332135081	-477.079050658	114.739347451	-63.5654552805	72.8776854667	-163.451305748	246.748988177	-45.8705953884
Sample160	78.9558399854	80.2516501669	79.4782623667	-125.160867249	278.014544714	151.487389209	-151.994250587	180.740929825	-27.0003020573	496.804115374
Sample161	80.4312155464	82.0377232739	80.1324990102	-277.9816964	160.260667119	163.263230973	-157.989499165	33.282360746	150.825055095	394.213003337
Sample162	80.0715306168	80.3571348115	80.8570988187	41.4706705707	-197.216893653	-303.712367027	311.824870937	-88.3724753011	-53.8993218823	146.807611625
Sample163	81.2681891502	81.3968803034	82.2069061891	-20.5650526707	-181.815657345	38.2849289071	-281.787098285	93.4928004765	147.415402471	33.5981879603
Sample164	81.6526513311	82.3511812273	81.2769265083	21.5862652316	-176.746435695	-81.8532021005	15.8828817955	-170.900506863	-110.081905414	-127.859593367
Sample165	82.5544894093	81.3190892993	81.8772485609	-7.8861969235	-31.5492525185	-49.860433035	-81.9796653751	-31.1633097842	154.266789357	84.8415636964
Sample166	83.3260112079	83.0254105693	84.4966200205	243.863575426	-163.898885747	-293.064833449	-227.170662754	-183.389215357	28.0584764757	251.497526287
Sample167	82.2469503764	83.3683533517	82.4872051722	-86.9255940902	33.1737854099	46.1032163765	281.218452404	39.8219248992	-214.926934034	483.139570517
Sample168	82.2209397521	83.4723130708	82.7890754794	-167.234934832	-289.01241896	177.728433669	-228.892881378	195.815730662	-151.664931032	-81.5455998089
Sample169	83.367229537	86.2075425561	83.4576574028	-119.99944487	219.043059139	84.2140200682	-232.776059383	78.0218210768	-225.321948123	-468.200488075
Sample170	84.4065937056	85.2452549673	83.6225262576	-211.253641103	-44.6519866692	295.494301262	-110.396196412	-323.512667224	-104.898630438	-107.126027249
Sample171	85.3964704951	86.7270896392	85.7484906748	250.930329915	29.485166416	-325.854837434	-13.749845009	246.150573791	48.9772087984	-66.2590974598
Sample172	85.2118028876	86.407755709	83.3716073287	46.752697162	-1.30135500988	14.626511251	218.838960634	145.999460971	35.0160168677	212.24324342
Sample173	86.580262679	90.2198137367	85.4239164062	215.974107467	154.997496923	300.10327938	272.557507288	-158.944368889	-109.713804989	-175.143960395
Sample174	86.8637330745	87.8329638151	86.1528297078	312.48198087	-101.451786691	201.429818771	-137.505229414	-97.5712194029	46.6036942961	-86.3856157837
Sample175	87.8514279012	87.883239758	87.2046356289	210.065298578	37.2599623816	63.2307289931	-34.1136057953	160.138181481	13.8656213572	-238.86393621
Sample176	88.6054882364	91.1208275227	87.5642276185	48.7579021998	24.0576120766	227.693813709	-73.7109066219	-224.09551127	24.8879524594	537.232093847
Sample177	89.1002244089	89.377243597	89.145077137	192.225145382	123.1436848	197.625123504	351.211515789	180.194863784	-30.2114590301	80.8680865842
Sample178	89.8694111856	91.2086425982	90.7852181586	-171.074214456	145.541742372	87.910443616	-30.3541997737	-75.5678289881	-104.918001788	253.010884471
Sample179	89.7318076791	90.0923862634	89.5465002695	223.311389206	172.547929394	42.3960389976	-325.912513869	282.520225263	83.5528123842	-146.264478981
Sample180	89.9823547545	92.0476540515	90.2243040274	244.726962526	234.121269009	-1.65838830367	196.091186401	-95.908211112	-55.0902111349	-21.3335570622
Sample181	91.4373561327	90.618941674	91.3143161945	-222.37416362	-203.170388911	-302.130987744	6.58148426246	21.8561344415	213.438795288	48.4255498888
Sample182	90.4643490593	92.9566491419	90.6511829298	33.0315330118	-124.824349515	321.531595227	-177.925630194	9.96585785797	106.767161473	-12.941134196
Sample183	90.7208449775	93.455944615	91.3104443484	-36.341862306	-221.355268202	104.822969032	-203.774038475	-118.349707198	-82.239662365	308.905604408
Sample184	92.4833765235	92.482593553	91.1662055461	-146.645346751	298.190003556	-58.1169677893	34.2914570825	276.067771015	-289.972307691	-193.094923677
Sample185	90.1887271244	91.8242375128	92.3938724105	193.037165988	-93.9016084254	-11.5988683952	-19.9216094497	-65.3379249616	-209.112601835	173.987343016
Sample186	93.2460618846	92.4216954063	91.2132273349	-99.8884290117	-121.753470621	383.591178955	7.944236873	-264.220148369	112.823013628	-15.3437172739
Sample187	94.4126678348	95.2966147493	91.9102520202	-59.3193574839	67.0609380415	-45.2428517254	263.757730632	80.0061539516	348.349013433	10.855137595
