Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample76	3.35843752067	-6.64344177741	-16.9318389598	-9.57132793531	-6.67444283186	7.15175839102	-21.9506034026	-11.8220876597	9.70957794819	-17.8955090561
Sample77	4.04633034039	-1.63565155658	22.9959800276	-19.3639585631	8.17425523815	1.43684874687	9.18485350331	-14.538510031	15.2447340234	-7.80262721531
Sample78	0.417130055198	4.79764058753	2.11440850184	-12.3332268944	6.29678439837	-20.9359781166	19.0480703573	-6.03185063574	-7.5318350361	40.9113707157
Sample79	6.26155394502	-3.46205593351	8.97836918158	-7.68571590094	1.85071587274	-7.03500394234	-24.5679918167	-8.62677607054	-8.36790911835	9.8275768934
Sample80	-1.07688404554	-5.14487104027	-35.2312817666	-8.08549717505	4.78345379782	-14.8834743618	27.7575592409	6.20950887215	-3.97868581342	-12.5320139256
Sample81	-0.84102811867	-5.63744349544	-45.8829887564	2.47394695821	-5.8538047659	-0.398128711281	-3.50721582538	-6.00537314508	5.36038172846	10.6127439994
Sample82	2.12483201102	8.6817572855	-0.745194693018	3.80585120835	-18.9761488302	7.09000844763	4.29318968715	-6.59616193968	-5.91535025767	3.53461893699
Sample83	-23.7651271463	-15.0016521053	16.8793957898	-4.06734834032	-1.73303122017	1.27786198024	-9.93033748263	12.0093565076	5.22061145985	-19.7664178735
Sample84	-1.89574564988	-3.86382277441	2.55314905909	-6.03137665854	-7.49043009039	-18.7443223253	-35.1490837135	-0.828499086368	-0.316400700972	24.9611232562
Sample85	-29.908725114	-8.97741161579	6.25160870733	13.9737320965	-9.38694144808	-6.147775439	8.83828642807	26.7114399675	-2.19346425206	7.62761388217
Sample86	-4.67649831271	6.21486085756	-43.7517604799	0.719095128253	14.3858678833	3.3312117177	-15.4246649796	-12.508926944	2.36030942259	21.9706819782
Sample87	7.5836599761	3.1516013756	2.05798441113	-0.125308331714	-11.1520293862	-16.2525316246	-23.6983255358	-14.8617733341	-5.17531883747	17.863439494
Sample88	1.59400345891	5.5579696028	5.68211766016	-10.8280514665	-2.20736122417	-8.04191886544	-7.5347298233	23.3093263751	-16.9378884402	19.9556236846
Sample89	-1.05983184752	-5.89783695048	-35.0025216073	-1.24795816396	-3.4773539533	-9.00077448746	13.3120059402	-7.36914528934	-2.85872992802	-9.40864348266
Sample90	9.99584233565	-4.7431456908	17.2922147725	3.26229871201	3.75905173299	-2.32077971373	-17.9247859619	-33.224721048	8.87663393411	-11.8440630312
Sample91	11.1321031707	-3.01337629325	2.01229570143	3.14602035625	-10.3956853315	13.5152742141	4.76315329633	-2.46378225278	9.40864428756	-2.32737563792
Sample92	5.71226537097	0.49389947214	14.8385249586	1.79185126871	-2.15530048185	-6.17492792967	-10.4910426867	-9.25015950582	13.7246651026	6.03253352283
Sample93	-30.3913618336	4.61847924783	14.2295702524	-10.0335640329	-5.48125383596	6.16647626151	-5.17478690121	52.1752864212	-8.00036110207	-12.8239074178
Sample94	3.97814588777	-8.94562521688	-6.97349258532	-5.96937594159	11.5884029861	-1.82062782729	-1.25311371285	-3.77087543958	11.0130716858	-4.15998501196
Sample95	-7.06751753724	16.9661868895	11.313003472	-7.18719457655	2.48767075747	-6.4920243214	9.49784561884	13.7513977959	-4.68460556647	15.0740125266
Sample96	-17.0564691894	-8.58393852492	-2.11026668097	3.34769709959	1.92778284213	1.257871191	9.01414098958	46.9971487735	-8.9164713725	1.53864487747
Sample97	5.45211504145	13.3691860302	26.0584607653	-16.9155290573	-5.7779867316	-10.0613371404	-35.1663231307	-7.96761767573	10.4946349921	8.51972695767
Sample98	-4.57242116577	7.31159686016	-15.718712745	8.4103265747	-4.33309251808	7.03800997901	-11.6607445098	20.5486857293	4.95105068729	-10.7303810631
Sample99	-1.90011999215	0.394152292969	-18.2838494764	-4.24938078528	7.40986613436	2.07854243924	2.71383268746	1.3659614936	-10.5340544735	-1.09230558
